months_as_customer,age,policy_number,policy_bind_date,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,capital.gains,capital.loss,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_location,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,witnesses,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
91,36,905208,2009-08-02,OH,500/1000,1000,1659.97,4000000.0,559624,FEMALE,Associate,prof-specialty,video-games,husband,0,62298,2015-01-29,Multi-vehicle Collision,Rear Collision,Total Loss,Other,SC,Springfield,4931 Maple Drive,0,2,NO,1,1,NO,48280.0,13900,1400,9890,Accura,MDX,2003,N
89,23,246118,1990-08-09,IL,250/500,2000,1586.58,0.0,418790,MALE,High School,other-service,basketball,own-child,0,0,2015-01-28,Vehicle Theft,?,Trivial Damage,,VA,Hillsdale,4453 Best Ave,11,1,?,0,1,?,36000.0,1490,3920,2400,Audi,A5,1990,N
135,40,782122,1990-08-18,IN,250/500,1000,460.28,4000000.0,425405,FEMALE,JD,protective-serv,hiking,wife,63278,0,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,3,2,NO,2,2,YES,74480.0,18300,7300,69510,BMW,X6,2009,Y
194,38,966440,2014-07-27,IN,250/500,500,1166.09,7000000.0,600600,MALE,JD,craft-repair,dancing,unmarried,0,66696,2015-02-17,Multi-vehicle Collision,Rear Collision,Total Loss,Ambulance,NY,Hillsdale,1598 3rd Drive,12,4,NO,1,3,YES,30450.0,0,9070,15950,Ford,Escape,2012,N
215,44,1071725,1992-04-10,IL,500/1000,500,1414.15,0.0,494743,FEMALE,MD,transport-moving,bungie-jumping,wife,0,44654,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,18,1,NO,2,2,?,64700.0,6400,15860,64900,Nissan,Ultima,1995,N
189,45,460697,2001-09-12,IL,100/300,500,1214.42,0.0,674227,FEMALE,College,prof-specialty,golf,other-relative,58823,32115,2015-02-26,Parked Car,?,Trivial Damage,Police,WV,Columbus,7447 Lincoln Ridge,2,1,?,2,0,NO,8070.0,2190,970,16500,Dodge,RAM,2003,N
103,35,644484,2002-04-05,OH,100/300,1000,1963.92,0.0,427233,MALE,High School,other-service,base-jumping,wife,10307,0,2015-01-13,Single Vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,9439 MLK St,23,1,?,0,1,?,87300.0,6000,13060,49800,Jeep,Wrangler,2003,N
298,52,171049,1994-10-03,OH,250/500,2000,1344.84,2000000.0,445165,MALE,College,other-service,exercise,wife,31069,17455,2015-02-08,Single Vehicle Collision,Rear Collision,Major Damage,Fire,NY,Northbend,1320 Flute Lane,17,3,?,2,2,YES,60400.0,7990,20500,15700,Jeep,Grand Cherokee,2007,Y
467,52,547951,1990-10-07,OH,500/1000,1000,922.48,0.0,568963,FEMALE,Associate,prof-specialty,basketball,husband,0,58741,2015-01-13,Multi-vehicle Collision,Rear Collision,Major Damage,Police,VA,Northbend,4793 4th Ridge,5,3,?,0,2,YES,100300.0,2700,19000,64000,Saab,95,1997,Y
167,46,902954,1991-11-01,IL,100/300,2000,1064.76,0.0,467259,MALE,MD,craft-repair,paintball,other-relative,59496,5033,2015-01-31,Multi-vehicle Collision,Front Collision,Major Damage,Police,WV,Arlington,9239 Washington Ridge,14,3,YES,1,1,?,63290.0,12400,10820,52400,Jeep,Grand Cherokee,2011,Y
45,21,883894,2000-11-05,OH,500/1000,500,1522.44,1000000.0,424079,FEMALE,Associate,priv-house-serv,paintball,not-in-family,0,39531,2015-02-13,Single Vehicle Collision,Front Collision,Total Loss,Fire,VA,Northbend,8215 Flute Drive,3,1,NO,3,2,?,65090.0,10500,3700,41400,Mercedes,C300,2002,N
186,39,4043,2007-04-19,IN,250/500,500,1073.72,0.0,644386,FEMALE,JD,craft-repair,yachting,other-relative,46,0,2015-01-27,Single Vehicle Collision,Rear Collision,Minor Damage,Ambulance,WV,Northbrook,6684 Solo Lane,15,1,YES,1,4,?,29830.0,6350,7700,34100,Honda,CRV,2014,N
433,52,382982,1990-08-18,IN,250/500,2000,573.73,0.0,419597,FEMALE,JD,protective-serv,hiking,wife,0,37089,2015-01-03,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Riverwood,2757 4th Hwy,9,1,NO,3,2,YES,79000.0,18890,8450,46020,BMW,X6,2014,Y
160,43,712962,2012-01-05,IL,100/300,1000,1546.37,1000000.0,410046,FEMALE,College,adm-clerical,skydiving,other-relative,19626,0,2015-02-01,Single Vehicle Collision,Front Collision,Major Damage,Other,VA,Columbus,5506 Best St,19,2,YES,2,0,NO,70470.0,5000,3390,33800,Chevrolet,Silverado,2004,Y
181,21,575320,2005-02-26,OH,250/500,2000,856.95,0.0,456763,FEMALE,MD,adm-clerical,kayaking,own-child,134607,56574,2015-01-06,Multi-vehicle Collision,Side Collision,Minor Damage,Police,VA,Hillsdale,2299 1st St,14,3,NO,1,2,NO,94500.0,7100,4140,44800,Ford,Escape,1997,N
68,27,97258,2005-06-08,OH,500/1000,500,1325.15,6000000.0,643476,MALE,College,machine-op-inspct,hiking,own-child,48462,0,2015-02-22,Multi-vehicle Collision,Rear Collision,Major Damage,Other,NY,Riverwood,5074 3rd St,5,2,?,2,3,YES,62600.0,11400,7000,74250,Nissan,Maxima,2013,N
62,32,417715,1998-01-14,IN,500/1000,500,1539.23,1000000.0,625534,MALE,PhD,armed-forces,basketball,wife,87685,0,2015-01-10,Single Vehicle Collision,Side Collision,Minor Damage,Other,WV,Riverwood,7900 Sky Hwy,15,1,YES,2,3,NO,47430.0,7700,10600,39210,Volkswagen,Jetta,1998,N
129,27,115049,1994-08-17,OH,500/1000,500,1114.47,3000000.0,497454,MALE,Masters,priv-house-serv,golf,other-relative,65089,9141,2015-02-23,Multi-vehicle Collision,Side Collision,Minor Damage,Ambulance,WV,Northbrook,6399 Oak Drive,4,3,NO,0,3,YES,71590.0,11980,18600,62790,Accura,TL,2004,N
333,41,547677,2013-01-16,IN,250/500,2000,1270.93,6000000.0,381722,MALE,JD,adm-clerical,basketball,husband,0,13642,2015-02-09,Single Vehicle Collision,Side Collision,Minor Damage,Fire,NY,Hillsdale,3771 4th St,1,1,NO,2,1,?,43240.0,0,1930,39600,Accura,RSX,2007,N
299,44,155911,1993-02-15,IL,250/500,500,1139.37,1000000.0,628123,MALE,JD,transport-moving,video-games,not-in-family,0,5213,2015-02-06,Multi-vehicle Collision,Rear Collision,Minor Damage,Police,WV,Springfield,3555 Francis Ridge,19,3,?,0,3,?,106690.0,11450,18300,52180,Saab,95,1995,N
448,52,56127,1996-10-18,OH,500/1000,1000,1398.47,6000000.0,473074,FEMALE,MD,priv-house-serv,board-games,unmarried,0,31104,2015-01-07,Single Vehicle Collision,Side Collision,Total Loss,Other,NC,Hillsdale,9070 Tree Ave,13,1,YES,0,1,?,89540.0,9100,20300,88200,Jeep,Wrangler,2001,N
50,41,84294,2010-08-08,OH,100/300,1000,1319.25,5000000.0,472030,MALE,High School,craft-repair,reading,not-in-family,22106,0,2015-01-24,Single Vehicle Collision,Front Collision,Major Damage,Other,WV,Springfield,3104 Sky Drive,16,1,YES,1,0,YES,65900.0,8700,1720,5900,Mercedes,C300,1998,Y
23,32,875011,1990-09-15,IN,100/300,1000,1349.15,1000000.0,469314,MALE,MD,priv-house-serv,movies,not-in-family,20456,4739,2015-02-17,Parked Car,?,Minor Damage,,NY,Springfield,1298 Maple Hwy,7,2,?,1,3,?,9000.0,0,0,2430,Suburu,Impreza,1998,N
299,25,470537,2013-01-23,IL,100/300,2000,1120.73,0.0,538362,FEMALE,JD,tech-support,bungie-jumping,unmarried,0,0,2015-02-16,Multi-vehicle Collision,Front Collision,Total Loss,Ambulance,NC,Riverwood,2003 Maple Hwy,21,2,?,0,1,NO,2500.0,3240,3870,18710,Audi,A3,2006,N
84,36,789239,1994-05-17,IN,100/300,1000,1347.75,1000000.0,456150,MALE,Associate,sales,camping,not-in-family,0,38321,2015-01-21,Vehicle Theft,?,Minor Damage,,WV,Riverwood,8453 Elm St,3,2,YES,0,3,NO,24340.0,1230,0,3020,Chevrolet,Malibu,2008,N
251,52,192553,1995-04-24,OH,500/1000,2000,1173.14,0.0,436036,MALE,Associate,machine-op-inspct,cross-fit,other-relative,11568,0,2015-01-17,Single Vehicle Collision,Side Collision,Major Damage,Police,SC,Columbus,7859 4th Ridge,11,1,YES,1,1,NO,69730.0,5140,14830,31400,Mercedes,C300,2012,Y
254,46,385139,2011-07-25,IL,100/300,500,1074.43,0.0,546629,MALE,PhD,priv-house-serv,camping,wife,0,0,2015-01-05,Single Vehicle Collision,Rear Collision,Total Loss,Other,NC,Hillsdale,3066 Francis Ave,12,1,NO,3,1,?,53100.0,5600,4200,24500,Saab,92x,1995,N
24,27,595238,2001-05-08,IL,100/300,500,1126.94,0.0,555103,MALE,Masters,handlers-cleaners,camping,other-relative,85402,18528,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,5455 Oak Hwy,14,1,?,0,1,NO,94000.0,10000,6940,71700,BMW,3 Series,1995,N
22,30,46403,2014-07-05,IL,250/500,1000,1261.65,1000000.0,594506,MALE,Associate,protective-serv,movies,husband,21342,0,2015-02-21,Multi-vehicle Collision,Side Collision,Major Damage,Other,NC,Arlington,7609 Rock St,13,3,YES,1,0,?,47980.0,10440,15100,49180,Audi,A5,2001,N
410,71,775105,1992-12-07,IN,100/300,1000,1302.38,2000000.0,615392,FEMALE,High School,protective-serv,bungie-jumping,other-relative,63728,0,2015-02-25,Single Vehicle Collision,Front Collision,Minor Damage,Fire,WV,Columbus,3753 Francis Lane,16,2,NO,3,1,NO,69550.0,0,5300,43510,Volkswagen,Passat,2000,N
411,57,428382,2005-12-10,IL,250/500,1000,1361.07,0.0,500580,MALE,Masters,armed-forces,bungie-jumping,own-child,0,0,2015-01-16,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Riverwood,9588 Solo St,13,1,YES,2,0,NO,74400.0,4040,11470,34900,Honda,Civic,2015,N
138,30,708043,2012-10-11,OH,250/500,2000,1942.24,0.0,584089,FEMALE,PhD,handlers-cleaners,sleeping,not-in-family,0,0,2015-01-24,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Columbus,8125 Texas Ridge,20,3,YES,1,3,NO,35380.0,4600,6410,47200,Chevrolet,Silverado,2008,Y
189,40,175884,2014-06-03,IN,100/300,1000,1281.2,6000000.0,500929,FEMALE,Associate,tech-support,board-games,unmarried,32305,0,2015-01-09,Single Vehicle Collision,Rear Collision,Total Loss,Police,VA,Columbus,5780 4th Ave,20,1,?,2,3,NO,76710.0,11300,10700,27700,Jeep,Grand Cherokee,2015,Y
466,58,217817,2000-11-16,OH,100/300,500,1163.9,1000000.0,527207,FEMALE,Associate,exec-managerial,cross-fit,wife,0,57680,2015-02-02,Single Vehicle Collision,Front Collision,Major Damage,Police,NC,Northbrook,1536 Flute Drive,19,1,YES,3,1,?,89600.0,9920,11100,73360,Accura,TL,2005,Y
193,26,107410,2008-11-05,IN,250/500,1000,1320.38,4000000.0,404181,FEMALE,High School,tech-support,golf,husband,0,34435,2015-02-02,Parked Car,?,Trivial Damage,,NY,Riverwood,5743 4th Ridge,4,1,NO,0,3,NO,6500.0,1700,0,2790,Saab,92x,1996,N
440,54,287422,1998-06-18,IN,250/500,1000,1922.08,2000000.0,467119,FEMALE,Associate,transport-moving,polo,unmarried,44840,58106,2015-02-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,OH,Columbus,2651 MLK Lane,2,2,YES,2,2,YES,81740.0,18000,5170,48690,Chevrolet,Tahoe,1999,Y
495,62,846322,1992-10-19,IN,100/300,2000,835.7,4000000.0,422806,FEMALE,MD,transport-moving,movies,other-relative,48966,0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Hillsdale,9573 Weaver Ave,17,4,YES,0,1,NO,50900.0,8800,15800,26890,Accura,MDX,1993,Y
257,29,463710,2009-11-17,IN,500/1000,500,1719.4,0.0,693067,FEMALE,JD,craft-repair,polo,wife,0,0,2015-02-11,Single Vehicle Collision,Side Collision,Major Damage,Fire,VA,Northbrook,5093 Flute Lane,12,1,YES,1,1,?,88800.0,1820,7780,69510,Toyota,Highlander,2000,Y
245,42,458792,2001-06-06,IL,250/500,500,1559.15,1000000.0,442601,FEMALE,JD,prof-specialty,bungie-jumping,husband,47428,0,2015-01-29,Multi-vehicle Collision,Front Collision,Minor Damage,Fire,NC,Northbrook,2199 Texas Drive,18,2,?,2,3,NO,4700.0,3430,5600,24760,Ford,Fusion,2008,N
115,27,933877,2002-04-13,OH,100/300,500,1511.99,0.0,619731,FEMALE,Masters,farming-fishing,camping,own-child,67627,126394,2015-01-15,Multi-vehicle Collision,Side Collision,Minor Damage,Police,NC,Riverwood,1213 4th Lane,9,3,NO,2,2,NO,10280.0,5210,11200,20700,Dodge,Neon,1996,N
198,36,914740,2002-04-19,OH,250/500,500,1570.79,0.0,398912,FEMALE,MD,adm-clerical,camping,not-in-family,0,0,2015-01-12,Parked Car,?,Trivial Damage,,WV,Arlington,4964 Elm Lane,1,1,YES,0,5,?,15500.0,2810,800,9700,Accura,MDX,2003,N
49,30,912418,1994-04-07,IL,250/500,2000,673.65,6000000.0,476033,MALE,Associate,armed-forces,polo,unmarried,0,5694,2015-01-21,Parked Car,?,Trivial Damage,Police,NC,Springfield,9397 5th Hwy,12,2,YES,0,0,NO,6300.0,0,4400,2600,Honda,CRV,2014,N
384,33,650790,2001-05-13,OH,100/300,2000,1310.11,0.0,449502,MALE,College,farming-fishing,basketball,wife,34657,63251,2015-02-06,Single Vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbend,8983 Francis Ridge,13,2,YES,0,3,YES,62100.0,9700,11290,48700,BMW,X5,2010,Y
71,28,517168,2004-03-10,IL,250/500,2000,958.23,9000000.0,594690,FEMALE,MD,tech-support,paintball,husband,0,3666,2015-02-06,Multi-vehicle Collision,Front Collision,Major Damage,Other,WV,Arlington,7733 Britain Lane,0,2,NO,3,1,?,61620.0,12900,4000,56900,BMW,M5,2002,Y
331,49,651981,1996-10-26,OH,100/300,2000,1397.49,0.0,581766,MALE,High School,transport-moving,board-games,own-child,2922,10026,2015-02-02,Multi-vehicle Collision,Front Collision,Major Damage,Fire,NY,Northbrook,7477 MLK Drive,6,3,YES,1,1,?,57420.0,11020,11700,58530,Suburu,Legacy,2003,N
35,38,481182,1991-11-25,OH,500/1000,1000,1035.41,1000000.0,472887,FEMALE,JD,farming-fishing,movies,other-relative,7604,47479,2015-01-23,Multi-vehicle Collision,Front Collision,Minor Damage,Ambulance,SC,Hillsdale,4652 Flute Drive,21,2,YES,2,2,NO,80070.0,14100,11730,41390,Ford,Fusion,2002,N
344,44,341056,2008-11-05,IN,250/500,500,1364.35,6000000.0,403884,FEMALE,High School,tech-support,golf,husband,0,41281,2015-02-02,Parked Car,?,Trivial Damage,,NY,Riverwood,5743 4th Ridge,6,1,NO,0,1,NO,14600.0,0,770,10600,Saab,92x,1998,N
292,39,1024058,2005-09-06,IN,100/300,1000,1387.51,1000000.0,704471,MALE,Masters,adm-clerical,dancing,wife,0,0,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,10,1,YES,0,4,YES,118740.0,21040,9400,80800,Jeep,Grand Cherokee,2002,N
69,40,998023,2008-03-16,IN,250/500,2000,1124.47,3000000.0,423477,MALE,High School,other-service,movies,not-in-family,0,0,2015-01-05,Parked Car,?,Minor Damage,,NY,Hillsdale,8749 Tree St,22,1,NO,1,1,NO,42500.0,2400,3660,24100,Jeep,Wrangler,2010,N
394,69,36418,2002-04-02,IN,250/500,1000,1447.65,1000000.0,493947,FEMALE,Associate,armed-forces,bungie-jumping,own-child,86782,31481,2015-01-31,Multi-vehicle Collision,Front Collision,Minor Damage,Police,NC,Arlington,7552 3rd St,16,3,YES,1,0,NO,88070.0,15790,8260,73150,Audi,A3,2008,N
300,44,629824,1993-10-10,IL,500/1000,500,1272.61,1000000.0,441475,MALE,High School,machine-op-inspct,yachting,unmarried,0,82327,2015-01-03,Single Vehicle Collision,Rear Collision,Major Damage,Fire,VA,Hillsdale,7628 4th Lane,1,1,?,2,2,NO,57600.0,3400,10660,70300,Saab,92x,1999,Y
302,48,60102,2001-05-24,IL,500/1000,500,1263.09,0.0,589883,MALE,Masters,protective-serv,sleeping,other-relative,0,25264,2015-01-31,Vehicle Theft,?,Minor Damage,,WV,Northbend,9154 MLK Hwy,7,1,?,0,4,NO,20100.0,0,5600,24280,Ford,Fusion,2014,N
322,36,661967,1992-04-10,IL,500/1000,500,1350.61,0.0,489604,FEMALE,MD,transport-moving,bungie-jumping,wife,0,0,2015-01-22,Single Vehicle Collision,Rear Collision,Minor Damage,Police,WV,Northbend,2980 Sky Ridge,12,1,NO,2,1,?,91000.0,14790,12500,49970,Nissan,Ultima,2001,N
228,31,611945,2010-04-29,OH,100/300,500,1024.8,1000000.0,586388,FEMALE,JD,transport-moving,video-games,other-relative,40921,40093,2015-02-05,Vehicle Theft,?,Minor Damage,Police,NY,Columbus,1562 Britain St,8,2,?,2,0,?,35540.0,2790,3120,18700,Honda,Accord,1996,N
200,41,545359,2006-04-21,OH,250/500,2000,1044.71,0.0,580229,FEMALE,Masters,transport-moving,video-games,husband,26502,44535,2015-03-01,Multi-vehicle Collision,Front Collision,Total Loss,Police,VA,Arlington,4642 Rock Ridge,15,2,YES,1,2,?,75430.0,10130,9240,51790,Saab,95,1997,Y
217,30,361003,1997-05-15,IN,250/500,1000,1319.12,1000000.0,429680,FEMALE,Masters,transport-moving,video-games,own-child,0,0,2015-01-27,Single Vehicle Collision,Front Collision,Total Loss,Fire,NY,Columbus,3061 Francis Hwy,3,2,?,1,2,YES,58950.0,7430,18880,58100,BMW,X6,2007,Y
321,39,667245,2004-11-04,OH,100/300,2000,1857.7,0.0,484969,MALE,MD,farming-fishing,cross-fit,other-relative,52754,3566,2015-01-05,Single Vehicle Collision,Side Collision,Total Loss,Police,VA,Northbend,3167 4th Ridge,11,1,?,1,2,YES,93180.0,12000,9900,35200,Saab,95,2005,Y
180,32,59440,2013-10-27,OH,500/1000,500,627.75,0.0,517221,FEMALE,PhD,handlers-cleaners,polo,unmarried,0,10692,2015-01-21,Single Vehicle Collision,Rear Collision,Major Damage,Fire,SC,Northbrook,6530 Weaver Ave,22,2,?,1,4,?,55500.0,21210,3300,44430,BMW,M5,2011,Y
21,35,191968,2002-09-13,OH,500/1000,500,1408.19,1000000.0,460157,FEMALE,Masters,prof-specialty,sleeping,not-in-family,20517,38512,2015-01-21,Single Vehicle Collision,Front Collision,Major Damage,Fire,SC,Arlington,9316 Pine Ave,2,1,YES,1,0,NO,101400.0,13850,25700,80670,Dodge,Neon,1996,Y
363,55,116924,2010-08-21,OH,500/1000,1000,1366.68,0.0,513381,MALE,PhD,protective-serv,board-games,own-child,0,0,2015-01-12,Multi-vehicle Collision,Side Collision,Total Loss,Police,WV,Hillsdale,6355 4th Hwy,6,3,?,1,2,NO,54700.0,11030,5680,45880,Toyota,Corolla,2011,N
219,32,157641,2006-07-12,OH,100/300,1000,1138.04,1000000.0,372888,MALE,MD,other-service,basketball,other-relative,21793,28381,2015-02-06,Single Vehicle Collision,Rear Collision,Total Loss,Other,WV,Riverwood,5312 Francis Ridge,18,1,NO,0,0,NO,41440.0,0,9200,51270,Accura,TL,1993,N
26,29,397905,2001-05-08,IL,100/300,1000,1390.03,0.0,411284,MALE,Masters,handlers-cleaners,camping,other-relative,62394,6272,2015-01-03,Single Vehicle Collision,Front Collision,Minor Damage,Other,SC,Arlington,5455 Oak Hwy,12,1,?,1,0,NO,108970.0,9920,13450,60100,BMW,3 Series,2001,N
427,54,565517,2010-04-07,IN,250/500,1000,1482.72,4000000.0,307296,FEMALE,Masters,transport-moving,cross-fit,not-in-family,8977,23684,2015-01-15,Single Vehicle Collision,Front Collision,Minor Damage,Ambulance,VA,Hillsdale,2798 1st Ave,16,1,NO,2,0,YES,33000.0,8710,5580,59400,Accura,MDX,2008,Y
178,30,432829,2005-08-28,IN,250/500,500,872.16,0.0,649201,FEMALE,PhD,craft-repair,skydiving,wife,0,78419,2015-02-04,Single Vehicle Collision,Rear Collision,Total Loss,Fire,WV,Columbus,5226 Maple St,7,1,?,0,1,NO,70460.0,14900,16200,58600,Dodge,RAM,1999,N
39,30,566664,2013-12-25,OH,500/1000,500,1410.53,1000000.0,450288,MALE,PhD,machine-op-inspct,camping,unmarried,0,29734,2015-02-12,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Springfield,5499 Flute Ridge,16,1,?,3,4,NO,57900.0,15180,18300,34400,Honda,Civic,2008,Y
174,49,602027,1993-11-18,OH,500/1000,2000,1048.15,0.0,615757,MALE,Associate,tech-support,reading,own-child,39265,15699,2015-01-31,Multi-vehicle Collision,Side Collision,Minor Damage,Fire,WV,Northbend,7002 Oak Hwy,19,2,?,0,1,NO,62050.0,9950,6360,62600,Suburu,Impreza,2012,N
70,35,519494,2010-06-28,OH,100/300,500,981.23,0.0,530457,MALE,Associate,protective-serv,reading,other-relative,7633,50384,2015-01-04,Multi-vehicle Collision,Rear Collision,Major Damage,Ambulance,PA,Springfield,5778 Pine Ridge,19,3,YES,1,3,NO,44520.0,8980,2200,18800,Nissan,Pathfinder,2008,N
0,44,485924,1997-06-01,IL,250/500,2000,1325.96,2000000.0,418643,FEMALE,MD,craft-repair,paintball,not-in-family,77688,0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,21,2,YES,2,1,YES,90500.0,12400,7510,48200,Ford,Fusion,1997,N
452,33,405648,2009-07-23,IL,500/1000,500,1493.36,2000000.0,519026,FEMALE,MD,other-service,video-games,other-relative,0,72618,2015-01-23,Single Vehicle Collision,Front Collision,Major Damage,Ambulance,NY,Northbrook,2100 MLK St,11,1,NO,2,1,NO,66700.0,7700,10700,42380,Ford,Fusion,2007,Y
280,48,136745,1995-07-16,OH,250/500,500,685.07,1000000.0,362875,FEMALE,JD,craft-repair,skydiving,not-in-family,0,0,2015-02-08,Single Vehicle Collision,Side Collision,Major Damage,Other,SC,Springfield,5431 3rd Ridge,1,1,?,0,1,YES,117580.0,12400,15220,60200,Suburu,Impreza,2012,Y
319,25,213702,1997-06-01,IL,250/500,2000,1098.36,0.0,450922,FEMALE,MD,craft-repair,paintball,not-in-family,0,0,2015-01-29,Multi-vehicle Collision,Side Collision,Major Damage,Other,WV,Columbus,8542 Lincoln Ridge,12,3,YES,1,1,YES,53200.0,9300,2550,62800,Ford,Fusion,1998,N
53,29,371914,1990-08-09,IL,250/500,500,1638.17,0.0,545251,MALE,High School,other-service,basketball,own-child,6460,16301,2015-01-28,Vehicle Theft,?,Trivial Damage,,VA,Hillsdale,4453 Best Ave,16,1,?,1,0,?,16000.0,0,2100,10700,Audi,A5,2009,N
368,60,113530,1991-03-01,OH,250/500,2000,1134.02,2000000.0,522581,FEMALE,JD,tech-support,movies,other-relative,21050,28862,2015-02-28,Single Vehicle Collision,Side Collision,Total Loss,Other,NY,Northbrook,3660 Andromedia Hwy,5,1,?,1,4,YES,33300.0,13500,11410,24400,Mercedes,E400,2011,N
90,16,959584,1992-07-23,OH,500/1000,1000,964.06,0.0,538621,MALE,MD,protective-serv,camping,wife,0,3752,2015-02-13,Parked Car,?,Trivial Damage,Police,WV,Riverwood,1553 Lincoln St,1,1,?,2,1,?,15620.0,1600,280,29840,Jeep,Grand Cherokee,2008,N
172,19,729957,1999-02-21,OH,250/500,1000,1452.94,1000000.0,473312,FEMALE,High School,armed-forces,yachting,unmarried,0,6487,2015-02-02,Single Vehicle Collision,Side Collision,Major Damage,Fire,NY,Northbrook,2123 MLK Ridge,7,1,NO,2,1,?,55600.0,12180,2600,14700,Toyota,Camry,1994,N
262,43,499645,2005-09-06,IN,100/300,1000,1161.09,0.0,632417,MALE,Masters,adm-clerical,dancing,wife,0,0,2015-02-08,Single Vehicle Collision,Front Collision,Minor Damage,Fire,VA,Hillsdale,6390 Apache St,11,1,YES,0,3,YES,70200.0,10400,11880,51100,Jeep,Grand Cherokee,2005,N
47,31,917714,1994-08-08,IN,100/300,1000,1094.93,2000000.0,626208,MALE,College,farming-fishing,hiking,other-relative,0,0,2015-02-13,Multi-vehicle Collision,Rear Collision,Minor Damage,Fire,SC,Northbend,9109 Britain Drive,13,3,NO,0,2,YES,4130.0,7600,4200,36300,Honda,Civic,2004,N
279,53,164417,2006-01-01,IL,250/500,500,1350.27,2000000.0,627028,MALE,Associate,sales,board-games,wife,50672,0,2015-01-07,Multi-vehicle Collision,Side Collision,Total Loss,Fire,NY,Columbus,8655 Cherokee Lane,15,4,?,0,1,NO,54200.0,4090,3380,46300,Mercedes,E400,1995,N
250,34,757534,2009-01-11,OH,250/500,500,1214.63,4000000.0,600376,FEMALE,College,prof-specialty,video-games,unmarried,0,0,2015-01-12,Single Vehicle Collision,Rear Collision,Minor Damage,Police,SC,Riverwood,5211 Weaver Drive,15,2,?,1,2,YES,84300.0,9300,13810,40200,Dodge,RAM,2015,N
212,52,124271,2006-10-12,OH,250/500,1000,1390.36,0.0,528231,FEMALE,PhD,tech-support,bungie-jumping,unmarried,0,12852,2015-01-02,Multi-vehicle Collision,Rear Collision,Major Damage,Fire,SC,Arlington,8973 Washington St,18,3,NO,1,2,NO,77500.0,11900,10900,52260,Saab,95,2001,Y
